lognumber,title,body/format,body/content
4507577,iocnl10rfcry restored,html,"<pre><b>restorelib 3.0.1

</b>Target restore date was <b>2026-06-02 10:48:22</b>

The output from the myRestore execution was as follows:

iocnl10rfcry
  Rf6Cryo
    Execute: burtwb -f /cs/opshome/burt/REBOOT/rf/snap/iocnl10rfcryheatdisvINIT.snap (success)
    Execute: burtwb -f /cs/opshome/burt/REBOOT/rf/snap/iocnl10rfcryheatmodemanual.snap (success)
    Pause: 8 second(s)
    Rf06Cryo_heatset@2026-06-02 10:48
      2(2) restored
    Pause: 8 second(s)
    Rf06Cryo_heatmode@2026-06-02 10:48
      1(1) restored
    Execute: burtwb -f /cs/opshome/burt/REBOOT/rf/snap/iocnl10rfcryheatdisv.snap  (success)
    Rf06Cryo_rfHtrResist@2026-06-02 10:48
      4(4) restored
    Procedure return status: Success

  systemEnum@2026-06-02 10:48
    2(2) restored
  Execute: /usr/csite/certified/bin/ced2Epics -ced ced -A -i iocnl10rfcry (success)
    PVs modified: 8
    PVs modified: 0
    PVs modified: 0
    PVs modified: 0
    PVs modified: 0
    PVs modified: 0
    PVs modified: 0
  Procedure return status: Success

</pre>"
4507576,iocnl07rfhtr restored,html,"<pre><b>restorelib 3.0.1

</b>Target restore date was <b>2026-06-02 09:13:11</b>

The output from the myRestore execution was as follows:

iocnl07rfhtr
  &lt;NOTE&gt; Rf12Htr_2525: Provided macro *IOC* is never used
  Pause: 15 second(s)
  Rf12Htr_2525
    Execute: caput R17XHHTRMOD 0 (success)
      Old : R17XHHTRMOD                    0
      New : R17XHHTRMOD                    0
    Pause: 12 second(s)
    Execute: caput R17XHTSWI 1 (success)
      Old : R17XHTSWI                      OFF
      New : R17XHTSWI                      MAN
    Pause: 3 second(s)
    Rf12Cryo_heatset@2026-06-02 09:13
      3(3) restored
    Pause: 3 second(s)
    Rf12Cryo_heatmode@2026-06-02 09:13
      1(1) restored
    Pause: 3 second(s)
    Rf12Htr_Save_SL25@2026-06-02 09:13
      56(56) restored
    Pause: 6 second(s)
    Execute: caput R17XHTMAKE 1 (success)
      Old : R17XHTMAKE                     0
      New : R17XHTMAKE                     1
    Rf12Htr_Temp_Alarm
      32(32) restored
    Procedure return status: Success

  systemEnum@2026-06-02 09:13
    2(2) restored
  Execute: caput R17XHHTRMOD 1 (success)
    Old : R17XHHTRMOD                    0
    New : R17XHHTRMOD                    1
  Execute: /usr/csite/certified/bin/ced2Epics -ced ced -A -i iocnl07rfhtr (success)
    PVs modified: 8
    PVs modified: 0
    PVs modified: 0
    PVs modified: 0
    PVs modified: 0
    PVs modified: 0
    PVs modified: 0
  Procedure return status: Success

</pre>"
4507569,iocnl07rffcc3 restored,html,"<pre><b>restorelib 3.0.1

</b>Target restore date was <b>2026-06-02 10:27:18</b>

The output from the myRestore execution was as follows:

iocnl07rffcc3
  Rf12Fcc_V2
    Pause: 60 second(s)
    Execute: /cs/opshome/burt/REBOOT/Rf12Fcc/DLOAD_ICAL.csh iocnl07rffcc3 (success)
    c100_rffcc@2026-06-02 10:27
      72(72) restored
    c100_ecal@2026-06-02 10:27
      19(19) restored
    Execute: myRestore -execute -P c100_ecal -t R173_ECAL -m BLDGNUM=1 ZONE=7 CAV=3 (success)
      c100_ecal@2025-09-11 14:07
        19(19) restored
    Execute: burtwb -r 3 -f /cs/opshome/burt/REBOOT/Rf12Fcc/snap-kc/R173-kc.snap (success)
    rf2HarvTripOff
      1(1) restored
    Pause: 2 second(s)
    rf2HarvTripSettings
      6(6) restored
    Pause: 2 second(s)
    rf2HarvTripOn
      1(1) restored
    Execute: caput R173TRGD8 1 (success)
      Old : R173TRGD8                      0
      New : R173TRGD8                      1
    Procedure return status: Success

  systemEnum@2026-06-02 10:27
    2(2) restored
  Execute: /usr/csite/certified/bin/ced2Epics -ced ced -A -i iocnl07rffcc3 (success)
    PVs modified: 8
    PVs modified: 0
    PVs modified: 0
    PVs modified: 0
    PVs modified: 0
    PVs modified: 0
    PVs modified: 0
  Procedure return status: Success

</pre>"
4507560,COMMENT ON Update to SCAM Controls on iocin1,text,"Yes, we can discuss at BTeam. Thanks Joe."
4507559,COMMENT ON Update to SCAM Controls on iocin1,text,"Hi Brian, thanks for posting this update.   Yes, we're using the SCAM for most of the jobs we're doing in the tunnel today.   Then there are beam studies on Swing/Owl using the SCAM.    Could we discuss/schedule at B-team or tomorrow's 8am?"
4507558,IOC MAC address change,html,Event/action ID: 3 [mod.type.prop.ioc.macaddress]<BR>Deployment: ced<BR>Workspace: ops<BR>Changes:<BR><BLOCKQUOTE>iocnl07rfhtr.macaddress<BR></BLOCKQUOTE>
4507555,APPROVED Upgrade Keycloak to v26.6.2,text,
4507553,COMMENT ON Update to SCAM Controls on iocin1,text,Was looking to try to piggy back on RHEL9 reboots today to at least reload the laser controls. This will require a reboot of iocin1. I think the CIS group will be doing laser work so not sure if this would be a good task to do today?
4507477,iocsoftw3spce restored,html,"<pre><b>restorelib 3.0.1

</b>Target restore date was <b>2026-06-02 02:55:57</b>

The output from the myRestore execution was as follows:

iocsoftw3spce
  systemEnum@2026-06-02 02:55
    2(2) restored
  Execute: /usr/csite/certified/bin/ced2Epics -ced ced -A -i iocsoftw3spce (success)
    PVs modified: 0
    PVs modified: 0
    PVs modified: 0
    PVs modified: 0
    PVs modified: 0
    PVs modified: 0
    PVs modified: 0
  Procedure return status: Success

</pre>"
4507313,APPROVED ONGOING MaxGSET changes for ATLis 120367,text,
4507311,Backup tapes moved to TEDF storage for hurricane season,text,"LIB1, LIB2, MYA and RFDAQ moved from fireproof safe in bldg 87 to storage cabinet on 3rd floor of TEDF in case of flooding/hurricane
"
4507309,SCHEDULED Move srfvac soft iocs to RHEL9 hosts,text,Added to SAM Cal (couched within RHEL9 reboot/patch calendar entry because running out of rows/lines on 6/2).
4507308,SCHEDULED RF 2.0 C100 Software Update - Support new power limit calculations & algorithm optimizations,text,Added to SAM Cal (couched within RHEL9 reboot/patch calendar entry because running out of rows/lines on 6/2).
4507303,COMMENT ON MaxGSET changes for ATLis 120367,text,Q0 workspace merged.
4507231,iocsoftrfsepiot restored,html,"<pre><b>restorelib 3.0.1

</b>Target restore date was <b>2026-06-01 11:32:11</b>

The output from the myRestore execution was as follows:

iocsoftrfsepiot
  Pause: 5 second(s)
  rfSepIOT@2026-06-01 11:32
    88(88) restored
  Pause: 5 second(s)
  rfSepIOT@2026-06-01 11:32
    88(88) restored
  Pause: 2 second(s)
  Execute: caput IOT_1_2:RESET 2 (success)
    Old : IOT_1_2:RESET                  0
    New : IOT_1_2:RESET                  2
  Pause: 2 second(s)
  Execute: caput IOT_3_4:RESET 2 (success)
    Old : IOT_3_4:RESET                  0
    New : IOT_3_4:RESET                  2
  Pause: 2 second(s)
  Execute: caput IOT_1_2:RESET 0 (success)
    Old : IOT_1_2:RESET                  2
    New : IOT_1_2:RESET                  0
  Execute: caput IOT_3_4:RESET 0 (success)
    Old : IOT_3_4:RESET                  2
    New : IOT_3_4:RESET                  0
  Execute: /cs/op/iocs/iocsoftrfsepiot/rfSepIOTProc.csh (success)
    Old : IOT_1_2:CH:CONFIGbitw.PROC     0
    New : IOT_1_2:CH:CONFIGbitw.PROC     1
    Old : IOT_1_2:MASKbitw.PROC          0
    New : IOT_1_2:MASKbitw.PROC          1
    Old : R312:IOT_1_2:TRIP:CH0:OUT.PROC 0
    New : R312:IOT_1_2:TRIP:CH0:OUT.PROC 1
    Old : R312:IOT_1_2:TRIP:CH1:OUT.PROC 0
    New : R312:IOT_1_2:TRIP:CH1:OUT.PROC 1
    Old : R313:IOT_1_2:TRIP:CH2:OUT.PROC 0
    New : R313:IOT_1_2:TRIP:CH2:OUT.PROC 1
    Old : R313:IOT_1_2:TRIP:CH3:OUT.PROC 0
    New : R313:IOT_1_2:TRIP:CH3:OUT.PROC 1
    Old : IOT_1_2:TRIP:CH4:OUT.PROC      0
    New : IOT_1_2:TRIP:CH4:OUT.PROC      1
    Old : IOT_1_2:TRIP:CH5:OUT.PROC      0
    New : IOT_1_2:TRIP:CH5:OUT.PROC      1
    Old : R312:IOT_1_2:CALOFF:CH0.PROC   0
    New : R312:IOT_1_2:CALOFF:CH0.PROC   1
    Old : R312:IOT_1_2:CALOFF:CH1.PROC   0
    New : R312:IOT_1_2:CALOFF:CH1.PROC   1
    Old : R313:IOT_1_2:CALOFF:CH2.PROC   0
    New : R313:IOT_1_2:CALOFF:CH2.PROC   1
    Old : R313:IOT_1_2:CALOFF:CH3.PROC   0
    New : R313:IOT_1_2:CALOFF:CH3.PROC   1
    Old : IOT_1_2:CALOFF:CH4.PROC        0
    New : IOT_1_2:CALOFF:CH4.PROC        1
    Old : IOT_1_2:CALOFF:CH5.PROC        0
    New : IOT_1_2:CALOFF:CH5.PROC        1
    Old : R312:IOT_1_2:CALGAIN:CH0.PROC  0
    New : R312:IOT_1_2:CALGAIN:CH0.PROC  1
    Old : R312:IOT_1_2:CALGAIN:CH1.PROC  0
    New : R312:IOT_1_2:CALGAIN:CH1.PROC  1
    Old : R313:IOT_1_2:CALGAIN:CH2.PROC  0
    New : R313:IOT_1_2:CALGAIN:CH2.PROC  1
    Old : R313:IOT_1_2:CALGAIN:CH3.PROC  0
    New : R313:IOT_1_2:CALGAIN:CH3.PROC  1
    Old : IOT_1_2:CALGAIN:CH4.PROC       0
    New : IOT_1_2:CALGAIN:CH4.PROC       1
    Old : IOT_1_2:CALGAIN:CH5.PROC       0
    New : IOT_1_2:CALGAIN:CH5.PROC       1
    Old : R312:IOT_1_2:CAL:CAB:CH0.PROC  0
    New : R312:IOT_1_2:CAL:CAB:CH0.PROC  1
    Old : R312:IOT_1_2:CAL:ATN:CH0.PROC  0
    New : R312:IOT_1_2:CAL:ATN:CH0.PROC  1
    Old : R312:IOT_1_2:CAL:COUPLE:CH0.PROC 0
    New : R312:IOT_1_2:CAL:COUPLE:CH0.PROC 1
    Old : R312:IOT_1_2:CAL:FUDGE:CH0.PROC 0
    New : R312:IOT_1_2:CAL:FUDGE:CH0.PROC 1
    Old : R312:IOT_1_2:CAL:CAB:CH1.PROC  0
    New : R312:IOT_1_2:CAL:CAB:CH1.PROC  1
    Old : R312:IOT_1_2:CAL:ATN:CH1.PROC  0
    New : R312:IOT_1_2:CAL:ATN:CH1.PROC  1
    Old : R312:IOT_1_2:CAL:COUPLE:CH1.PROC 0
    New : R312:IOT_1_2:CAL:COUPLE:CH1.PROC 1
    Old : R312:IOT_1_2:CAL:FUDGE:CH1.PROC 0
    New : R312:IOT_1_2:CAL:FUDGE:CH1.PROC 1
    Old : R313:IOT_1_2:CAL:CAB:CH2.PROC  0
    New : R313:IOT_1_2:CAL:CAB:CH2.PROC  1
    Old : R313:IOT_1_2:CAL:ATN:CH2.PROC  0
    New : R313:IOT_1_2:CAL:ATN:CH2.PROC  1
    Old : R313:IOT_1_2:CAL:COUPLE:CH2.PROC 0
    New : R313:IOT_1_2:CAL:COUPLE:CH2.PROC 1
    Old : R313:IOT_1_2:CAL:FUDGE:CH2.PROC 0
    New : R313:IOT_1_2:CAL:FUDGE:CH2.PROC 1
    Old : R313:IOT_1_2:CAL:CAB:CH3.PROC  0
    New : R313:IOT_1_2:CAL:CAB:CH3.PROC  1
    Old : R313:IOT_1_2:CAL:ATN:CH3.PROC  0
    New : R313:IOT_1_2:CAL:ATN:CH3.PROC  1
    Old : R313:IOT_1_2:CAL:COUPLE:CH3.PROC 0
    New : R313:IOT_1_2:CAL:COUPLE:CH3.PROC 1
    Old : R313:IOT_1_2:CAL:FUDGE:CH3.PROC 0
    New : R313:IOT_1_2:CAL:FUDGE:CH3.PROC 1
    Old : IOT_1_2:CAL:CAB:CH4.PROC       0
    New : IOT_1_2:CAL:CAB:CH4.PROC       1
    Old : IOT_1_2:CAL:ATN:CH4.PROC       0
    New : IOT_1_2:CAL:ATN:CH4.PROC       1
    Old : IOT_1_2:CAL:COUPLE:CH4.PROC    0
    New : IOT_1_2:CAL:COUPLE:CH4.PROC    1
    Old : IOT_1_2:CAL:FUDGE:CH4.PROC     0
    New : IOT_1_2:CAL:FUDGE:CH4.PROC     1
    Old : IOT_1_2:CAL:CAB:CH5.PROC       0
    New : IOT_1_2:CAL:CAB:CH5.PROC       1
    Old : IOT_1_2:CAL:ATN:CH5.PROC       0
    New : IOT_1_2:CAL:ATN:CH5.PROC       1
    Old : IOT_1_2:CAL:COUPLE:CH5.PROC    0
    New : IOT_1_2:CAL:COUPLE:CH5.PROC    1
    Old : IOT_1_2:CAL:FUDGE:CH5.PROC     0
    New : IOT_1_2:CAL:FUDGE:CH5.PROC     1
    Old : IOT_3_4:CH:CONFIGbitw.PROC     0
    New : IOT_3_4:CH:CONFIGbitw.PROC     1
    Old : IOT_3_4:MASKbitw.PROC          0
    New : IOT_3_4:MASKbitw.PROC          1
    Old : R314:IOT_3_4:TRIP:CH0:OUT.PROC 0
    New : R314:IOT_3_4:TRIP:CH0:OUT.PROC 1
    Old : R314:IOT_3_4:TRIP:CH1:OUT.PROC 0
    New : R314:IOT_3_4:TRIP:CH1:OUT.PROC 1
    Old : R315:IOT_3_4:TRIP:CH2:OUT.PROC 0
    New : R315:IOT_3_4:TRIP:CH2:OUT.PROC 1
    Old : R315:IOT_3_4:TRIP:CH3:OUT.PROC 0
    New : R315:IOT_3_4:TRIP:CH3:OUT.PROC 1
    Old : IOT_3_4:TRIP:CH4:OUT.PROC      0
    New : IOT_3_4:TRIP:CH4:OUT.PROC      1
    Old : IOT_3_4:TRIP:CH5:OUT.PROC      0
    New : IOT_3_4:TRIP:CH5:OUT.PROC      1
    Old : R314:IOT_3_4:CALOFF:CH0.PROC   0
    New : R314:IOT_3_4:CALOFF:CH0.PROC   1
    Old : R314:IOT_3_4:CALOFF:CH1.PROC   0
    New : R314:IOT_3_4:CALOFF:CH1.PROC   1
    Old : R315:IOT_3_4:CALOFF:CH2.PROC   0
    New : R315:IOT_3_4:CALOFF:CH2.PROC   1
    Old : R315:IOT_3_4:CALOFF:CH3.PROC   0
    New : R315:IOT_3_4:CALOFF:CH3.PROC   1
    Old : IOT_3_4:CALOFF:CH4.PROC        0
    New : IOT_3_4:CALOFF:CH4.PROC        1
    Old : IOT_3_4:CALOFF:CH5.PROC        0
    New : IOT_3_4:CALOFF:CH5.PROC        1
    Old : R314:IOT_3_4:CALGAIN:CH0.PROC  0
    New : R314:IOT_3_4:CALGAIN:CH0.PROC  1
    Old : R314:IOT_3_4:CALGAIN:CH1.PROC  0
    New : R314:IOT_3_4:CALGAIN:CH1.PROC  1
    Old : R315:IOT_3_4:CALGAIN:CH2.PROC  0
    New : R315:IOT_3_4:CALGAIN:CH2.PROC  1
    Old : R315:IOT_3_4:CALGAIN:CH3.PROC  0
    New : R315:IOT_3_4:CALGAIN:CH3.PROC  1
    Old : IOT_3_4:CALGAIN:CH4.PROC       0
    New : IOT_3_4:CALGAIN:CH4.PROC       1
    Old : IOT_3_4:CALGAIN:CH5.PROC       0
    New : IOT_3_4:CALGAIN:CH5.PROC       1
    Old : R314:IOT_3_4:CAL:CAB:CH0.PROC  0
    New : R314:IOT_3_4:CAL:CAB:CH0.PROC  1
    Old : R314:IOT_3_4:CAL:ATN:CH0.PROC  0
    New : R314:IOT_3_4:CAL:ATN:CH0.PROC  1
    Old : R314:IOT_3_4:CAL:COUPLE:CH0.PROC 0
    New : R314:IOT_3_4:CAL:COUPLE:CH0.PROC 1
    Old : R314:IOT_3_4:CAL:FUDGE:CH0.PROC 0
    New : R314:IOT_3_4:CAL:FUDGE:CH0.PROC 1
    Old : R314:IOT_3_4:CAL:CAB:CH1.PROC  0
    New : R314:IOT_3_4:CAL:CAB:CH1.PROC  1
    Old : R314:IOT_3_4:CAL:ATN:CH1.PROC  0
    New : R314:IOT_3_4:CAL:ATN:CH1.PROC  1
    Old : R314:IOT_3_4:CAL:COUPLE:CH1.PROC 0
    New : R314:IOT_3_4:CAL:COUPLE:CH1.PROC 1
    Old : R314:IOT_3_4:CAL:FUDGE:CH1.PROC 0
    New : R314:IOT_3_4:CAL:FUDGE:CH1.PROC 1
    Old : R315:IOT_3_4:CAL:CAB:CH2.PROC  0
    New : R315:IOT_3_4:CAL:CAB:CH2.PROC  1
    Old : R315:IOT_3_4:CAL:ATN:CH2.PROC  0
    New : R315:IOT_3_4:CAL:ATN:CH2.PROC  1
    Old : R315:IOT_3_4:CAL:COUPLE:CH2.PROC 0
    New : R315:IOT_3_4:CAL:COUPLE:CH2.PROC 1
    Old : R315:IOT_3_4:CAL:FUDGE:CH2.PROC 0
    New : R315:IOT_3_4:CAL:FUDGE:CH2.PROC 1
    Old : R315:IOT_3_4:CAL:CAB:CH3.PROC  0
    New : R315:IOT_3_4:CAL:CAB:CH3.PROC  1
    Old : R315:IOT_3_4:CAL:ATN:CH3.PROC  0
    New : R315:IOT_3_4:CAL:ATN:CH3.PROC  1
    Old : R315:IOT_3_4:CAL:COUPLE:CH3.PROC 0
    New : R315:IOT_3_4:CAL:COUPLE:CH3.PROC 1
    Old : R315:IOT_3_4:CAL:FUDGE:CH3.PROC 0
    New : R315:IOT_3_4:CAL:FUDGE:CH3.PROC 1
    Old : IOT_3_4:CAL:CAB:CH4.PROC       0
    New : IOT_3_4:CAL:CAB:CH4.PROC       1
    Old : IOT_3_4:CAL:ATN:CH4.PROC       0
    New : IOT_3_4:CAL:ATN:CH4.PROC       1
    Old : IOT_3_4:CAL:COUPLE:CH4.PROC    0
    New : IOT_3_4:CAL:COUPLE:CH4.PROC    1
    Old : IOT_3_4:CAL:FUDGE:CH4.PROC     0
    New : IOT_3_4:CAL:FUDGE:CH4.PROC     1
    Old : IOT_3_4:CAL:CAB:CH5.PROC       0
    New : IOT_3_4:CAL:CAB:CH5.PROC       1
    Old : IOT_3_4:CAL:ATN:CH5.PROC       0
    New : IOT_3_4:CAL:ATN:CH5.PROC       1
    Old : IOT_3_4:CAL:COUPLE:CH5.PROC    0
    New : IOT_3_4:CAL:COUPLE:CH5.PROC    1
    Old : IOT_3_4:CAL:FUDGE:CH5.PROC     0
    New : IOT_3_4:CAL:FUDGE:CH5.PROC     1
  systemEnum@2026-06-01 11:32
    2(2) restored
  Execute: /usr/csite/certified/bin/ced2Epics -ced ced -A -i iocsoftrfsepiot (success)
    PVs modified: 0
    PVs modified: 0
    PVs modified: 0
    PVs modified: 0
    PVs modified: 0
    PVs modified: 0
    PVs modified: 0
  Procedure return status: Success

</pre>"
